Date,Price,Pid,Property_name,Area,Address,Neighboorhood
2/13/2021,65000000,E4291,4 bedroom Duplex for sale Opebi Ikeja Lagos,Ikeja Opebi,15 opebi road Opebi Ikeja Lagos,Ikeja
2/13/2021,7000000,E4284,Land for sale Along the Lekki free Trade Zone Lekki Phase 2 Lekki Lagos,Lekki Phase,1Mile from Dangote Refinery Along the Lekki free Trade Zone Lekki Phase 2 Lekki Lagos,Lekki
2/13/2021,35000000,E4281,5 bedroom Duplex for sale Egbeda Alimosho Lagos,Alimosho Egbeda,gowon estate Egbeda Alimosho Lagos,Alimosho
2/13/2021,70000000,E4277,3 bedroom Flat / Apartment for sale Toyin street Ikeja Lagos,Ikeja street,Bamgbose Street Toyin Street Ikeja Lagos,Ikeja
2/13/2021,600000000,E4276,4 bedroom Flat / Apartment for sale Ikeja GRA Ikeja Lagos,Ikeja GRA,pristine ikeja GRA Ikeja Gra Ikeja Lagos,Ikeja
2/13/2021,650000000,E4273,5 bedroom Duplex for sale Bourdillon Ikoyi Lagos,Ikoyi Bourdillon,bourdilion road Bourdillon Ikoyi Lagos,Ikoyi
2/13/2021,72000000,E4271,5 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,chervy view estate Chevron Lekki Lagos,Lekki
2/13/2021,55000000,E4270,4 bedroom House for sale chevron Lekki Lagos,Lekki chevron,chervy view estate Chevron Lekki Lagos,Lekki
2/13/2021,35000000,E4269,3 bedroom Duplex for sale Ikota Lekki Lagos,Lekki Ikota,ikota villa estate Ikota Lekki Lagos,Lekki
2/13/2021,50000000,E4268,4 bedroom House for sale chevron Lekki Lagos,Lekki chevron,chervy view estate off chervon drive Chevron Lekki Lagos,Lekki
2/13/2021,55000000,E4263,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,chervy view estate Chevron Lekki Lagos,Lekki
2/13/2021,7500000,E4232,2400.0 square meter Duplex for sale Alimosho Akowonjo Alimosho Lagos,Alimosho Akowonjo,OLORUN ADABA STREET Alimosho Akowonjo Alimosho Lagos,Alimosho
2/13/2021,7000000,E4250,648.0 square meter Land for sale alapere Ketu Kosofe/Ikosi Lagos,Kosofe Kosofe,abgoyi alapere Ketu Kosofe Ikosi Lagos,Kosofe
2/13/2021,125000000,E4254,4 bedroom Duplex for sale abraham adesanya estate Lekki Phase 2 Lekki Lagos,Lekki Phase,Elemoro abraham adesanya estate Lekki Phase 2 Lekki Lagos,Lekki
2/13/2021,2700000,E4247,648.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,About 8 minutes drive from the Free Trade Zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,60000000,E4242,"4 bedroom House for sale By Second Toll Gate, Lekki-Epe Expressway, Lekki Phase 1 Lekki Lagos",Lekki Phase,"By Second Toll Gate, Lekki-Epe Expressway, Lekki Phase 1 Lekki Lagos",Lekki
2/13/2021,7500000,E4236,2400.0 square meter Land for sale Alimosho Akowonjo Alimosho Lagos,Alimosho Akowonjo,Olorun-Adaba Street Alimosho Akowonjo Alimosho Lagos,Alimosho
2/13/2021,45000000,E4231,10 bedroom Commercial Property for sale Ijegun Ikotun/Igando Lagos,Igando Ikotun,Ijegun Ikotun Igando Lagos,Igando
2/13/2021,75000000,E4229,3 bedroom Duplex for sale Berger Ojodu Lagos,Ojo Berger,Berger Ojodu Lagos,Ojo
2/13/2021,3000000,E4224,Land for sale Lekki Ilupeju industrial estate Ilupeju Lagos,Lekki estate,Lekki Lekki Ilupeju Industrial Estate Ilupeju Lagos,Lekki
2/13/2021,700000,E4218,648.0 square meter Land for sale Agbowa. Ikorodu Ikorodu Lagos,Ikorodu Ikorodu," Agbowa-Ikorodu, Off Mosafejo Bus Stop, Agbowa Agbowa. Ikorodu Ikorodu Lagos",Ikorodu
2/13/2021,300000000,E4194,1200.0 square meter Land for sale Abacha Estate Ikoyi Lagos,Ikoyi Estate,Olagusoye Oyinlola steet. Abacha Estate Ikoyi Lagos,Ikoyi
2/13/2021,50000000,E4193,4 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,before chevron Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,60000000,E4192,680.0 square meter Land for sale Adeniran Ogunsanya Surulere Lagos,Surulere Ogunsanya,off adeniran ogunsanya Adeniran Ogunsanya Surulere Lagos,Surulere
2/13/2021,60000000,E4177,2 bedroom Flat / Apartment for sale Kilo-Marsha Surulere Lagos,Surulere Marsha,Akilo Kilo Marsha Surulere Lagos,Surulere
2/13/2021,90000000,E4176,2 bedroom Flat / Apartment for sale Anthony Village Maryland Lagos,Maryland Village,Anthony Anthony Village Maryland Lagos,Maryland
2/13/2021,75000000,"28,E4175",4 bedroom Duplex for sale Osapa london Lekki Lagos,Lekki london,Osapa London Osapa London Lekki Lagos,Lekki
2/13/2021,38000000,E4169,3 bedroom Flat / Apartment for sale chevron Lekki Lagos,Lekki chevron,"Shevy view Estate, offChevron Drive Chevron Lekki Lagos",Lekki
2/13/2021,90000000,E4167,5 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Ogudu GRA,Ogudu GRA Ogudu Gra Ogudu Lagos,Ogudu
2/13/2021,5000000,E4162,2 bedroom Bungalow for sale Agric Ikorodu Lagos,Ikorodu Agric,before asolu bus stop Agric Ikorodu Lagos,Ikorodu
2/13/2021,45000000,E4166,3 bedroom Flat / Apartment for sale Morocco Jibowu Yaba Lagos,Yaba Jibowu,Isaac john Morocco Jibowu Yaba Lagos,Yaba
2/13/2021,52000000,E4160,"4 bedroom Duplex for sale Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki Phase,"Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki
2/13/2021,60000000,E4156,4 bedroom Duplex for sale Ajiran Agungi Lekki Lagos,Lekki Agungi,Ajiran Ajiran Agungi Lekki Lagos,Lekki
2/13/2021,60000000,E4154,"4 bedroom Duplex for sale Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki Phase,"Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki
2/13/2021,450000000,"1400,E4150",Commercial Property for sale Oregun Ikeja Lagos,Ikeja Oregun,Oregun Oregun Ikeja Lagos,Ikeja
2/13/2021,6000000000,"10,000,E4147",10000.0 square meter Land for sale Bourdillon Ikoyi Lagos,Ikoyi Bourdillon,Bourdillon Bourdillon Ikoyi Lagos,Ikoyi
2/13/2021,48000000,E4145,"4 bedroom Duplex for sale By Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki Phase,"By Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki
2/13/2021,55000000,E4144,3 bedroom Flat / Apartment for sale Apapa G.R.A Apapa Lagos,Apapa A,Apapa G.R.A Apapa G.r.a Apapa Lagos,Apapa
2/13/2021,60000000,"680,E4142",680.0 square meter Land for sale Adeniran Ogunsanya Surulere Lagos,Surulere Ogunsanya,Off Adeniran Ogunsanya Adeniran Ogunsanya Surulere Lagos,Surulere
2/13/2021,300000000,"1200,E4141",1200.0 square meter Land for sale Abacha Estate Ikoyi Lagos,Ikoyi Estate,Abacha Estate Abacha Estate Ikoyi Lagos,Ikoyi
2/13/2021,80000000,E4131,"4 bedroom Duplex for sale By Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki Phase,"By Agungi Road, Lekki-Epe Expressway, Lekki Phase 2 Lekki Lagos",Lekki
2/13/2021,500000000,E4099,2000.0 square meter Land for sale Banana Island Banana Island Ikoyi Lagos,Ikoyi Island,K Zone Banana Island Banana Island Ikoyi Lagos,Ikoyi
2/13/2021,44000000,E4097,5 bedroom Duplex for sale close to Abraham Adesanya Lekki Gardens estate Ajah Lagos,Lekki estate,Road 14 close to Abraham Adesanya Lekki Gardens Estate Ajah Lagos,Lekki
2/13/2021,13800000,E4084,3 bedroom Duplex for sale Awoyaya Bstop Awoyaya Ajah Lagos,Lekki Awoyaya,"Lekki Epe express way, Awoyaya Bstop Awoyaya Ajah Lagos",Lekki
2/13/2021,43000000,E4082,4 bedroom House for sale Lekki chevron Lekki Lagos,Lekki chevron,Lafiaji Lekki Chevron Lekki Lagos,Lekki
2/13/2021,90000000,E4081,5 bedroom Duplex for sale Lekki chevron Lekki Lagos,Lekki chevron,Chevy View Estate Lekki Chevron Lekki Lagos,Lekki
2/13/2021,3000000,E4074,800.0 square meter Land for sale budo Peninsula Estate Ajah Lagos,Ajah Estate,budo budo Peninsula Estate Ajah Lagos,Ajah
2/13/2021,30000000,E4072,10 bedroom Flat / Apartment for sale Igando Police station Egan Ikotun/Igando Lagos,Igando Ikotun,Majeobaje Street Igando Police station Egan Ikotun Igando Lagos,Igando
2/13/2021,140000000,E4068,5 bedroom Duplex for sale Osapa london Lekki Lagos,Lekki london,Pinnock beach estate Osapa London Lekki Lagos,Lekki
2/13/2021,55000000,E4067,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,chevy view estate Chevron Lekki Lagos,Lekki
2/13/2021,80000000,E4063,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron drive Chevron Lekki Lagos,Lekki
2/13/2021,4000000,E2797,550.0 square meter Land for sale Akodo Ise Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Akodo Ise Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,2500000,E2796,550.0 square meter Land for sale Bolorunpelu Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Bolorunpelu Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,140000000,E4033,5 bedroom Duplex for sale Ajiwe Ajah Lagos,Ajah Ajiwe,Royal garden est Ajiwe Ajah Lagos,Ajah
2/13/2021,1500000000,E4057,4000.0 square meter Land for sale Adeola Odeku Victoria Island Lagos,VI Victoria,Adeola odeku Adeola Odeku VI Lagos,VI
2/13/2021,650000000,E4028,4 bedroom Duplex for sale Parkview Estate Ikoyi Lagos,Ikoyi Estate,parkview estate ikoyi Parkview Estate Ikoyi Lagos,Ikoyi
2/13/2021,96000000,E4050,3 bedroom Flat / Apartment for sale Ajah Sangotedo Ajah Lagos,Ajah Sangotedo,Olive park estate Ajah Sangotedo Ajah Lagos,Ajah
2/13/2021,41000000,E4055,"3 bedroom Flat / Apartment for sale Off Allan Balogun Street, Agungi road, Lekki-Epe Expressway Lekki Phase 2 Lekki Lagos",Lekki Phase,"Off Allan Balogun Street, Agungi road, Lekki-Epe Expressway Lekki Phase 2 Lekki Lagos",Lekki
2/13/2021,50000000,E4039,4 bedroom House for sale Agungi Lekki Lagos,Lekki Agungi,idado lekki Agungi Lekki Lagos,Lekki
2/13/2021,50000000,E4042,5 bedroom Duplex for sale Kilo-Marsha Surulere Lagos,Surulere Marsha,Kilo Kilo Marsha Surulere Lagos,Surulere
2/13/2021,55000000,E4032,5 bedroom Duplex for sale Mende Maryland Lagos,Maryland Mende,Arowojobe estate Mende Maryland Lagos,Maryland
2/13/2021,180000000,D7956,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,At Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,22000000,E4026,2 bedroom Flat / Apartment for sale Magodo Kosofe/Ikosi Lagos,Kosofe Kosofe,Nelson Nweke zone Magodo Kosofe Ikosi Lagos,Kosofe
2/13/2021,150000000,E4024,Duplex for sale Bode Thomas Surulere Lagos,Surulere Thomas,Bode Thomas Surulere Lagos,Surulere
2/13/2021,70000000,E4014,3 bedroom Flat / Apartment for sale 300sqm Ikosi-Ketu Kosofe/Ikosi Lagos,Ikosi Kosofe,shangisha Magodo 300sqm Ikosi Ketu Kosofe Ikosi Lagos,Ikosi
2/13/2021,50000000,E3997,4 bedroom Duplex for sale Magodo Isheri Ojodu Lagos,Ojo Isheri,Alhaji Razak Street Magodo Isheri Ojodu Lagos,Ojo
2/13/2021,160000000,"1000,E3991",1000.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off fola daniel close Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,600000000,"2043,E3989",2043.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,on admiralty road Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,125000000,E3980,1100.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,close to whitesand school Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,130000000,"890,E3987",890.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,0ff olaitan sebanjo Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,130000000,"963,E3984",963.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off Adebayo Doherty Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,140000000,"1087,E3983",1087.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,0ff Adedeji Adekola close Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,125000000,"1100,E3981",1067.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,"Behind Citilodge hotel, Elf bus stop Lekki Phase 1 Lekki Lagos",Lekki
2/13/2021,130000000,"1100,E3977",1100.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,close to whitesand school Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,125000000,"1139,E3974",1139.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off fola daniel Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,160000000,"1000,E3972",1067.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off fola daniel Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,130000000,"1067,E3970",1067.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off chief collins Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,150000000,"967,E3967",967.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off abike sulaimon Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,50000000,"720,E3965",720.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off freedom way Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,70000000,"450,E3963",450.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off oladimeji alo Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,4000000,D5800,Land for sale Eleko Ibeju-Lekki Lagos,Lekki Ibeju,"Eluju Town,before Eleko Junction.lekki-epe Express Way.lagos., Lekki Expressway, Lekki, Lagos Eleko Ibeju-Lekki Lagos",Lekki
2/13/2021,30000000,D6029,3 bedroom Duplex for sale Oworonshoki Gbagada Lagos,Gbagada Oworonshoki,Ewenla Street Oworonshoki Gbagada Lagos,Gbagada
2/13/2021,200000000,"30,D6051",10 bedroom Commercial Property for sale Festac Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,FESTAC TOWN Festac Amuwo-Odofin Lagos,Amuwo-Odofin
2/13/2021,85000000,"500,E3956",500.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,off providence road Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,70000000,"500,E3955",500.0 square meter Land for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,100000000,E3945,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Admiralty road Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,4000000,E3943,Land for sale Sangotedo Ajah Lagos,Sangotedo Sangotedo,Farmville estate Ogidan Sangotedo Ajah Lagos,Sangotedo
2/13/2021,90000000,E3933,4 bedroom Duplex for sale V.G.C Lekki Lagos,Lekki C,V.G.C V.g.c Lekki Lagos,Lekki
2/13/2021,13000000,E3914,Land for sale Majek Sangotedo Lagos,Sangotedo Majek,Madam ade street Majek Sangotedo Lagos,Sangotedo
2/13/2021,11000000,E3913,Land for sale Majek Sangotedo Lagos,Sangotedo Majek,Madam ade street Majek Sangotedo Lagos,Sangotedo
2/13/2021,230000000,E3885,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,50000000,E3912,4 bedroom Duplex for sale Agungi Lekki Lagos,Lekki Agungi,Agungi Agungi Lekki Lagos,Lekki
2/13/2021,5000000,E1220,Land for sale Abijo Ajah Lagos,Ajah Abijo,Abijo GRA Abijo Ajah Lagos,Ajah
2/13/2021,16000000,E3893,Land for sale Terra annex estate Sangotedo Ajah Lagos,Sangotedo Sangotedo,chief Israel Udo street Terra annex estate Sangotedo Ajah Lagos,Sangotedo
2/13/2021,3000000,E3890,Land for sale Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Eleko Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,55000000,E3882,4 bedroom House for sale chevron Lekki Lagos,Lekki chevron,chevy view estate Chevron Lekki Lagos,Lekki
2/13/2021,80000000,E3883,6 bedroom Duplex for sale Magodo Isheri Ojodu Lagos,Ojo Isheri,obafemi omowaye Magodo Isheri Ojodu Lagos,Ojo
2/13/2021,3000000,D8869,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,3500000,D9204,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,lekki trade zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,43000000,D9489,3 bedroom Flat / Apartment for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Off Freedom way Lekki Phase 1 Lekki Lagos,Lekki
2/13/2021,65000000,E3872,5 bedroom Duplex for sale Alagomeji Yaba Lagos,Yaba Alagomeji,Jacob mews estate Alagomeji Yaba Lagos,Yaba
2/13/2021,120000000,E3871,5 bedroom Duplex for sale V.G.C Lekki Lagos,Lekki C,V.G.C V.g.c Lekki Lagos,Lekki
2/13/2021,10000000,E0625,600.0 square meter Land for sale Lagos Business School Off Lekki-Epe Expressway Ajah Lagos,Lekki Expressway,Oko-Ado Lagos Business School Off Lekki Epe Expressway Ajah Lagos,Lekki
2/13/2021,3000000,E1570,648.0 square meter Land for sale Oshoroko Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Cherrywood Drive Oshoroko Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/13/2021,90000000,E3869,3 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Sangotedo Sangotedo,Farmville estate Sangotedo Ajah Lagos,Sangotedo
2/13/2021,27000000,E3868,3 bedroom Bungalow for sale Abraham adesanya estate Ajah Lagos,Ajah estate,Abraham adesanya estate Abraham Adesanya Estate Ajah Lagos,Ajah
2/13/2021,18000000,E3865,3 bedroom Flat / Apartment for sale Akoka Yaba Lagos,Yaba Akoka,Akoka Akoka Yaba Lagos,Yaba
2/13/2021,240000000,E3847,4 bedroom House for sale Ikoyi S.W Ikoyi Lagos,Ikoyi W,Ikoyi Ikoyi S.w Ikoyi Lagos,Ikoyi
2/13/2021,11000000,E3855,2 bedroom Land for sale Satellite Town Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,jovinite avenue Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
2/13/2021,90000000,E3853,Flat / Apartment for sale Satellite Town Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,deport road Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
2/13/2021,35000000,E3846,Commercial Property for sale Satellite Town Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,deport road Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
2/13/2021,45000000,E3842,5 bedroom Duplex for sale Satellite Town Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,deport road Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
2/13/2021,450000000,"36,E3829",Commercial Property for sale Apapa road Apapa Lagos,Apapa road,marwa road Apapa Road Apapa Lagos,Apapa
2/13/2021,42500000,E3311,4 bedroom Duplex for sale Peninsula Garden Estate Sangotedo Ajah Lagos,Sangotedo Sangotedo,Barksia Street Peninsula Garden Estate Sangotedo Ajah Lagos,Sangotedo
2/13/2021,48000000,E3268,4 bedroom Duplex for sale Osapa london Lekki Lagos,Lekki london,osapa london lekki Osapa London Lekki Lagos,Lekki
2/13/2021,160000000,E3826,5 bedroom Duplex for sale Omole phase 1 Ogba Lagos,Ogba phase,Omole Phase 1 Omole Phase 1 Ogba Lagos,Ogba
2/13/2021,19000000,E3820,3 bedroom Flat / Apartment for sale agege motor road Oko oba Agege Lagos,Agege oba,agege motor road agege motor road Oko Oba Agege Lagos,Agege
2/13/2021,12000000,B3766,3 bedroom Bungalow for sale Ikorodu Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,"Igbo Oluwo Estate, Ikorodu, Lagos Ikorodu Ikorodu Ikorodu Lagos",Ikorodu
2/13/2021,5000000,B3767,3 bedroom Bungalow for sale Ikorodu Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,"Igbo Oluwo Estate, Ikorodu, Lagos Ikorodu Ikorodu Ikorodu Lagos",Ikorodu
2/13/2021,350000000,"2500,E3803",Commercial Property for sale Aguda(Ogba) Ogba Lagos,Ogba Ogba,Dideolu street Aguda(ogba) Ogba Lagos,Ogba
2/13/2021,16500000,B3683,3 bedroom Bungalow for sale Beach Road Ebute Ikorodu Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Ebute Beach Road Ebute Ikorodu Ikorodu Ikorodu Lagos,Ikorodu
2/13/2021,16000000,B3688,5 bedroom Bungalow for sale Ikorodu Shagamu Road Ikorod Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Jubile Estate Ikorodu Lagos Ikorodu Shagamu Road Ikorod Ikorodu Ikorodu Lagos,Ikorodu
2/13/2021,6000000,B3691,3 bedroom Bungalow for sale Bayeku Ikorodu Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Bayeku Bayeku Ikorodu Ikorodu Ikorodu Lagos,Ikorodu
2/13/2021,40000000,B3714,4 bedroom Duplex for sale Itire Surulere Lagos,Surulere Itire,"No 45a Anjorin Street, off Itire Road, Surulere, Lagos Itire Surulere Lagos",Surulere
2/13/2021,55000000,B3611,5 bedroom House for sale Magodo Phase 1 Magodo Isheri Ojodu Lagos,Ojo Isheri,Gateway Zone Magodo Phase 1 Magodo Isheri Ojodu Lagos,Ojo
2/13/2021,8500000,E3797,Land for sale Baruwa Ipaja Lagos,Ipaja Baruwa,Progress Estate Baruwa Ipaja Lagos,Ipaja
2/13/2021,8000000,E3795,4 bedroom Duplex for sale Ipaja Ipaja Lagos,Ipaja Ipaja,command Ipaja Ipaja Lagos,Ipaja
2/13/2021,23000000,E3312,Bungalow for sale Igbogbo Ikorodu Lagos,Ikorodu Igbogbo,Homat Igbogbo Ikorodu Lagos,Ikorodu
2/13/2021,100000000,"22,E3790",Commercial Property for sale Abaranje Ikotun/Igando Lagos,Igando Ikotun,Abaranje Abaranje Ikotun Igando Lagos,Igando
2/13/2021,60000000,E3787,4 bedroom Duplex for sale Magodo Kosofe/Ikosi Lagos,Kosofe Kosofe,Magodo Kosofe Ikosi Lagos,Kosofe
2/13/2021,14000000,E3785,3 bedroom Bungalow for sale Majek Sangotedo Lagos,Sangotedo Majek,"Dominion onward homes, opposite fara park Majek Sangotedo Lagos",Sangotedo
2/13/2021,90000000,E3782,2 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Sangotedo Sangotedo,Farmville estate Sangotedo Ajah Lagos,Sangotedo
2/13/2021,27000000,E3780,3 bedroom Bungalow for sale Abraham adesanya estate Ajah Lagos,Ajah estate,Abraham Adesanya estate Abraham Adesanya Estate Ajah Lagos,Ajah
2/13/2021,20000000,E3777,Land for sale Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Majidun beside giant oil filling station Ikorodu Ikorodu Lagos,Ikorodu
2/13/2021,18000000,E3774,3 bedroom Flat / Apartment for sale Akoka Yaba Lagos,Yaba Akoka,Akoka Akoka Yaba Lagos,Yaba
2/13/2021,28000000,E3775,690.0 square meter Land for sale Alapere Kosofe/Ikosi Lagos,Alapere Kosofe,Kazeem street Alapere Kosofe Ikosi Lagos,Alapere
2/14/2021,70000000,E3771,670.0 square meter Land for sale Magodo-Shangisha Kosofe/Ikosi Lagos,Kosofe Kosofe,Magodo shangisha Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
2/14/2021,50000000,E3770,3 bedroom Duplex for sale Berger Ojodu Lagos,Ojo Berger,Ojodu Estate Berger Ojodu Lagos,Ojo
2/14/2021,100000000,E3769,Land for sale Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Valley view estate Ikorodu Ikorodu Lagos,Ikorodu
2/14/2021,140000000,E3767,1300.0 square meter Land for sale Magodo Kosofe/Ikosi Lagos,Kosofe Kosofe,Magodo shangisha Magodo Kosofe Ikosi Lagos,Kosofe
2/14/2021,35850000,E3418,3 bedroom Duplex for sale Ikota Villa Estate(Behind Mega Chicken) Ikota Lekki Lagos,Lekki Ikota,Off Road 2 Ikota Villa Estate(Behind Mega Chicken) Ikota Lekki Lagos,Lekki
2/14/2021,40500000,E3437,4 bedroom Duplex for sale Ikota Villa Estate Behind Mega Chicken Ikota Lekki Lagos,Lekki Ikota,Off Road 2 Ikota Villa Estate Behind Mega Chicken Ikota Lekki Lagos,Lekki
2/14/2021,120000000,E3765,500.0 square meter Land for sale Magodo-Shangisha Kosofe/Ikosi Lagos,Kosofe Kosofe,Magodo shangisha Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
2/14/2021,1300000,E3748,Land for sale LaCampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju Lacampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki
2/14/2021,700000,E3747,Land for sale Agbowa Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Agbowa Agbowa Ikorodu Ikorodu Lagos,Ikorodu
2/14/2021,700000,E3746,Land for sale Some kilometers from dangote refinery Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju lekki Some kilometers from dangote refinery Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
2/14/2021,3000000,E2777,Land for sale Lekki-Epe Free Trade Zone Ibeju-Lekki Lagos,Lekki Ibeju, Lekki-Epe Lekki-Epe Free Trade Zone Ibeju-Lekki Lagos,Lekki
2/14/2021,2000000,E2779,648.0 square meter Land for sale Eleranigbe Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Eleranigbe Eleranigbe Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki
2/14/2021,70000000,E3719,4 bedroom House for sale GRA Magodo-Shangisha Kosofe/Ikosi Lagos,Kosofe Kosofe,Basheer Shitu GRA Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
2/14/2021,70000000,E3720,3 bedroom Flat / Apartment for sale Toyin street Ikeja Lagos,Ikeja street,Ezekiel Street Toyin Street Ikeja Lagos,Ikeja
2/14/2021,600000,E3690,2100.0 square meter Office Space for sale CBD Alausa Ikeja Lagos,Ikeja Alausa,CIPM CBD Alausa Ikeja Lagos,Ikeja
